GRID_1K_CD,pop,emp,pc_in
나다7187,0,0,0.0
나다7194,0,0,0.0
나다7195,0,0,0.0
나다7285,0,0,0.0
나다7286,0,0,0.0
나다7294,0,0,0.0
나다7295,0,0,0.0
나다7296,0,0,0.0
나다7298,0,0,0.0
나다7299,0,0,0.0
나다7386,0,0,0.0
나다7387,0,0,0.0
나다7388,0,0,0.0
나다7392,0,0,0.0
나다7393,0,0,0.0
나다7396,0,0,0.0
나다7397,0,0,0.0
나다7399,9,0,0.0004
나다7483,0,0,0.0
나다7492,0,0,0.0
나다7496,0,0,0.0
나다7497,128,147,0.0497
나다7498,14,60,0.0135
나다7499,0,0,0.0
나다7581,0,0,0.0
나다7582,0,0,0.0
나다7584,0,0,0.0
나다7585,0,0,0.0
나다7586,5,8,0.0004
나다7593,0,0,0.0
나다7596,0,0,0.0
나다7597,0,0,0.0
나다7598,46,5,0.0032
나다7599,26,0,0.0
나다7681,11,0,0.0
나다7682,1,0,0.0
나다7683,0,0,0.0
나다7685,28,3,0.0012
나다7686,0,0,0.0
나다7693,0,0,0.0
나다7696,0,0,0.0
나다7697,26,3,0.0012
나다7698,0,0,0.0
나다7699,21,5,0.0028
나다7781,0,0,0.0
나다7782,0,0,0.0
나다7783,0,0,0.0
나다7784,0,0,0.0
나다7786,0,0,0.0
나다7793,0,0,0.0
나다7796,0,0,0.0
나다7797,88,8,0.0032
나다7798,0,0,0.0
나다7799,56,3,0.0024
나다7883,1,0,0.0
나다7884,0,0,0.0
나다7885,26,3,0.0004
나다7886,0,0,0.0
나다7895,0,0,0.0
나다7896,2,3,0.002
나다7897,21,3,0.0012
나다7898,0,0,0.0
나다7899,0,0,0.0
나다7985,0,0,0.0
나다7995,0,0,0.0
나다7996,0,11,0.0024
나다7997,60,0,0.002
나다7998,84,3,0.0024
나다7999,54,14,0.0008
나다8096,0,0,0.0
나다8097,124,3,0.006
나다8098,88,10,0.0056
나다8099,51,3,0.0052
나다8195,6,0,0.0
나다8197,0,0,0.0
나다8198,18,13,0.0004
나다8199,126,8,0.0016
나다8297,0,0,0.0
나다8298,2,0,0.0004
나다8299,14,127,0.0509
나다8397,0,0,0.0
나다8398,55,38,0.0028
나다8399,68,7,0.0008
나다8455,0,0,0.0
나다8498,2,0,0.0004
나다8499,29,3,0.0016
나다8598,0,0,0.0
나다8599,27,3,0.0008
나다8698,0,0,0.0
나다8699,51,17,0.0016
나다8752,0,0,0.0
나다8753,0,0,0.0
나다8797,0,0,0.0
나다8798,0,0,0.0
나다8799,0,0,0.0
나다8851,0,0,0.0
나다8852,796,370,0.0939
나다8853,56,29,0.0103
나다8855,0,0,0.0
나다8892,0,0,0.0
나다8893,0,0,0.0
나다8897,0,0,0.0
나다8898,0,0,0.0
나다8899,61,3,0.004
나다8946,0,0,0.0
나다8950,0,0,0.0
나다8951,3,17,0.0004
나다8952,43,16,0.0092
나다8954,0,0,0.0
나다8955,0,0,0.0
나다8956,0,0,0.0
나다8992,16,3,0.0028
나다8993,24,0,0.0016
나다8994,0,0,0.0
나다8997,0,0,0.0
나다8998,2,3,0.0004
나다8999,104,11,0.006
나다9042,0,0,0.0
나다9047,0,0,0.0
나다9049,0,0,0.0
나다9050,167,43,0.0092
나다9051,0,4,0.0
나다9054,0,0,0.0
나다9055,0,0,0.0
나다9056,0,0,0.0
나다9058,0,0,0.0
나다9098,9,7,0.0032
나다9099,93,18,0.0072
나다9146,0,0,0.0
나다9147,0,0,0.0
나다9148,0,0,0.0
나다9149,4,3,0.0
나다9150,276,120,0.0131
나다9151,28,9,0.0024
나다9152,0,0,0.0
나다9155,8,3,0.0
나다9156,0,0,0.0
나다9158,0,0,0.0
나다9246,0,0,0.0
나다9250,16,0,0.002
나다9251,122,21,0.0084
나다9252,28,5,0.0012
나다9255,0,0,0.0
나다9257,2,0,0.0004
나다9258,6,0,0.0
나다9284,0,0,0.0
나다9299,0,0,0.0
나다9345,0,0,0.0
나다9346,0,0,0.0
나다9351,0,0,0.0
나다9354,0,0,0.0
나다9355,0,0,0.0
나다9357,0,0,0.0
나다9358,0,0,0.0
나다9388,0,0,0.0
나다9399,0,0,0.0
나다9454,0,0,0.0
나다9455,0,0,0.0
나다9456,0,0,0.0
나다9457,0,0,0.0
나다9488,0,0,0.0
나다9499,0,0,0.0
나다9555,0,0,0.0
나다9556,0,0,0.0
나다9557,0,0,0.0
나다9600,84,84,0.0219
나다9651,0,0,0.0
나다9652,0,0,0.0
나다9653,0,0,0.0
나다9655,0,0,0.0
나다9656,0,0,0.0
나다9681,0,0,0.0
나다9682,0,0,0.0
나다9700,3,7,0.0032
나다9756,0,0,0.0
나다9781,0,0,0.0
나다9782,0,0,0.0
나다9787,0,0,0.0
나다9788,0,0,0.0
나다9800,337,38,0.0179
나다9848,0,0,0.0
나다9900,873,278,0.1321
나다9981,0,0,0.0
나다9982,0,0,0.0
나라0432,0,0,0.0
나라0433,0,0,0.0
나라0532,0,0,0.0
나라0533,73,11,0.0012
나라0534,0,0,0.0
나라0628,0,0,0.0
나라0629,0,0,0.0
나라0630,0,0,0.0
나라0631,0,0,0.0
나라0633,0,0,0.0
나라0634,0,0,0.0
나라0635,0,0,0.0
나라0727,0,0,0.0
나라0728,0,0,0.0
나라0729,15,0,0.0004
나라0730,81,9,0.0016
나라0731,51,3,0.0032
나라0732,0,0,0.0
나라0733,0,0,0.0
나라0734,0,0,0.0
나라0735,0,0,0.0
나라0827,0,0,0.0
나라0828,0,0,0.0
나라0829,73,12,0.0012
나라0830,36,5,0.0008
나라0831,0,0,0.0
나라0832,0,0,0.0
나라0833,71,3,0.0024
나라0834,28,0,0.0004
나라0835,0,0,0.0
나라0837,0,0,0.0
나라0838,0,0,0.0
나라0929,0,0,0.0
나라0930,0,0,0.0
나라0931,75,5,0.0012
나라0932,0,0,0.0
나라0933,0,0,0.0
나라0934,93,23,0.0032
나라0935,0,0,0.0
나라1029,0,0,0.0
나라1030,0,0,0.0
나라1031,0,0,0.0
나라1032,24,5,0.0
나라1033,78,3,0.0088
나라1034,283,262,0.049
나라1035,84,9,0.002
나라1040,0,0,0.0
나라1041,0,0,0.0
나라1042,0,0,0.0
나라1043,0,0,0.0
나라1131,0,0,0.0
나라1132,1,0,0.0
나라1133,75,43,0.0072
나라1134,619,313,0.0605
나라1135,0,0,0.0
나라1136,0,0,0.0
나라1138,0,0,0.0
나라1139,138,31,0.0107
나라1140,45,8,0.0052
나라1141,0,0,0.0
나라1142,0,0,0.0
나라1143,0,0,0.0
나라1229,0,0,0.0
나라1230,0,0,0.0
나라1233,0,0,0.0
나라1234,10,6,0.0028
나라1235,0,0,0.0004
나라1238,70,7,0.0052
나라1239,0,0,0.0
나라1240,3,0,0.0
나라1243,0,0,0.0
나라1328,0,0,0.0
나라1329,0,0,0.0
나라1330,46,15,0.0016
나라1333,0,0,0.0
나라1334,0,0,0.0
나라1335,0,0,0.0
나라1336,0,0,0.0
나라1337,0,0,0.0
나라1338,91,8,0.0056
나라1339,111,14,0.006
나라1340,0,0,0.0
나라1342,0,0,0.0
나라1429,0,0,0.0
나라1430,0,0,0.0
나라1438,0,0,0.0
나라1439,0,0,0.0
나라1538,0,0,0.0
나라1539,0,0,0.0
나라3315,0,0,0.0
나라4325,0,0,0.0
나라4326,0,0,0.0
나라4344,0,0,0.0
나라4345,0,0,0.0
나라4426,0,0,0.0
나라4523,0,0,0.0
나라4524,0,0,0.0
나라4525,0,0,0.0
나라4526,0,0,0.0
나라4623,0,0,0.0
나라4624,32,15,0.0012
나라4625,18,4,0.0004
나라4626,0,0,0.0
나라4722,0,0,0.0
나라4723,0,0,0.0
나라4724,0,0,0.0
나라4725,0,0,0.0
나라4726,0,0,0.0
나라4823,0,0,0.0
나라4824,12,0,0.0
나라4825,0,0,0.0
나라4826,73,14,0.0008
나라4827,0,0,0.0
나라4830,0,0,0.0
나라4831,0,0,0.0
나라4832,0,0,0.0
나라4924,0,0,0.0
나라4925,1,0,0.0004
나라4926,18,10,0.0012
나라4927,0,0,0.0
나라4930,0,0,0.0
나라5023,0,0,0.0
나라5024,0,0,0.0
나라5025,43,5,0.0024
나라5026,0,0,0.0
나라5119,0,0,0.0
나라5120,0,0,0.0
나라5121,0,0,0.0
나라5123,0,0,0.0
나라5124,0,0,0.0
나라5125,17,0,0.0
나라5126,0,0,0.0
나라5129,0,0,0.0
나라5130,0,0,0.0
나라5138,0,0,0.0
나라5139,0,0,0.0
나라5219,0,0,0.0
나라5220,1,0,0.0004
나라5221,0,0,0.0
나라5223,0,0,0.0
나라5224,0,0,0.0
나라5225,0,0,0.0
나라5229,0,0,0.0
나라5230,0,0,0.0
나라5236,0,0,0.0
나라5237,0,0,0.0
나라5238,0,0,0.0
나라5239,0,0,0.0
나라5240,0,0,0.0
나라5241,0,0,0.0
나라5242,0,0,0.0
나라5243,0,0,0.0
나라5283,0,0,0.0
나라5321,0,0,0.0
나라5322,0,0,0.0
나라5335,0,0,0.0
나라5336,0,0,0.0
나라5337,0,0,0.0
나라5338,81,0,0.0008
나라5339,67,3,0.0012
나라5340,2,3,0.0004
나라5341,3,3,0.0
나라5342,18,0,0.0
나라5343,0,0,0.0
나라5344,0,0,0.0
나라5345,0,0,0.0
나라5383,0,0,0.0
나라5420,0,0,0.0
나라5421,0,0,0.0
나라5432,0,0,0.0
나라5433,0,0,0.0
나라5434,0,0,0.0
나라5435,0,0,0.0
나라5436,0,0,0.0
나라5437,0,0,0.0
나라5438,1,0,0.0
나라5439,137,5,0.0016
나라5440,0,0,0.0
나라5441,28,0,0.0
나라5442,126,5,0.0012
나라5443,135,21,0.0036
나라5444,0,0,0.0
나라5445,0,0,0.0
나라5482,0,0,0.0
나라5483,0,0,0.0
나라5484,0,0,0.0
나라5491,0,0,0.0
나라5492,0,0,0.0
나라5531,0,0,0.0
나라5532,0,0,0.0
나라5533,16,0,0.0004
나라5534,42,0,0.0008
나라5535,2,0,0.0016
나라5536,24,0,0.0016
나라5537,66,3,0.0012
나라5538,62,0,0.0004
나라5539,30,0,0.0
나라5540,92,3,0.0
나라5541,291,170,0.0314
나라5542,140,5,0.0008
나라5543,27,8,0.0
나라5544,0,0,0.0
나라5545,0,0,0.0
나라5576,0,0,0.0
나라5577,0,0,0.0
나라5582,0,0,0.0
나라5583,0,0,0.0
나라5584,0,0,0.0
나라5591,0,0,0.0
나라5627,0,0,0.0
나라5631,0,0,0.0
나라5632,7,0,0.0004
나라5633,41,0,0.0
나라5634,154,29,0.0044
나라5635,42,3,0.0012
나라5636,289,168,0.0227
나라5637,181,62,0.0123
나라5638,21,20,0.0004
나라5639,71,5,0.0
나라5640,65,71,0.0251
나라5641,272,195,0.037
나라5642,80,5,0.0008
나라5643,27,5,0.0004
나라5674,0,0,0.0
나라5675,0,0,0.0
나라5676,0,0,0.0
나라5677,3,0,0.0008
나라5727,0,0,0.0
나라5728,0,0,0.0
나라5730,0,0,0.0
나라5731,16,12,0.0
나라5732,29,3,0.002
나라5733,20,0,0.0004
나라5734,59,13,0.0012
나라5735,78,46,0.0111
나라5736,4,38,0.0
나라5737,24,5,0.0008
나라5738,11,3,0.0008
나라5739,0,3,0.0
나라5740,0,0,0.0
나라5741,0,42,0.0
나라5742,81,21,0.0012
나라5743,82,5,0.0048
나라5744,0,0,0.0
나라5748,0,0,0.0
나라5774,0,0,0.0
나라5776,0,0,0.0
나라5823,0,0,0.0
나라5826,0,0,0.0
나라5827,0,0,0.0
나라5828,0,0,0.0
나라5829,0,0,0.0
나라5830,0,0,0.0
나라5831,1,0,0.0
나라5832,53,5,0.0008
나라5833,74,3,0.0
나라5834,21,0,0.0008
나라5835,353,263,0.0681
나라5836,98,38,0.0064
나라5837,36,34,0.0008
나라5838,0,26,0.0
나라5839,0,0,0.0
나라5840,0,0,0.0
나라5841,0,33,0.0
나라5842,47,12,0.0008
나라5843,212,8,0.0004
나라5844,53,7,0.0004
나라5845,0,0,0.0
나라5846,0,0,0.0
나라5847,0,0,0.0
나라5848,0,0,0.0
나라5849,0,0,0.0
나라5850,0,0,0.0
나라5862,0,0,0.0
나라5874,0,0,0.0
나라5875,0,0,0.0
나라5921,0,0,0.0
나라5922,1,0,0.0
나라5923,0,0,0.0
나라5924,0,0,0.0
나라5926,0,0,0.0
나라5927,40,0,0.002
나라5928,1,5,0.0004
나라5930,0,0,0.0
나라5931,0,0,0.0
나라5932,5,0,0.0
나라5933,177,31,0.0052
나라5934,27,0,0.0008
나라5935,28,3,0.0004
나라5936,24,0,0.0012
나라5937,54,0,0.0012
나라5938,0,0,0.0
나라5939,0,0,0.0
나라5940,0,0,0.0
나라5941,1,29,0.0012
나라5942,0,10,0.0016
나라5943,75,3,0.0008
나라5944,48,5,0.0004
나라5945,0,0,0.0
나라5946,0,0,0.0
나라5947,0,0,0.0
나라5948,0,0,0.0
나라5953,0,0,0.0
나라5954,0,0,0.0
나라5962,0,0,0.0
나라6004,0,0,0.0
나라6007,0,0,0.0
나라6008,0,0,0.0
나라6021,0,0,0.0
나라6022,7,0,0.0
나라6023,34,0,0.0008
나라6024,0,0,0.0
나라6026,0,0,0.0
나라6027,0,0,0.0
나라6030,2,0,0.0004
나라6031,3,0,0.0008
나라6032,69,5,0.0036
나라6033,19,0,0.0004
나라6034,42,3,0.0
나라6035,32,5,0.0
나라6036,68,33,0.0024
나라6037,0,10,0.0
나라6039,0,0,0.0
나라6040,0,0,0.0
나라6041,5,8,0.0
나라6042,23,65,0.0004
나라6043,279,21,0.0052
나라6044,153,17,0.0088
나라6045,14,0,0.0004
나라6046,0,0,0.0
나라6047,0,0,0.0
나라6048,0,0,0.0
나라6049,0,0,0.0
나라6053,0,0,0.0
나라6054,0,0,0.0
나라6071,0,0,0.0
나라6072,0,0,0.0
나라6103,0,0,0.0
나라6104,0,0,0.0
나라6107,0,0,0.0
나라6108,0,0,0.0
나라6122,0,0,0.0
나라6123,0,0,0.0
나라6124,0,0,0.0
나라6125,0,0,0.0
나라6126,0,0,0.0
나라6127,0,0,0.0
나라6131,0,0,0.0
나라6132,7,0,0.0
나라6133,96,5,0.0016
나라6134,79,5,0.0012
나라6135,85,5,0.0008
나라6136,5,80,0.0004
나라6137,0,5,0.0
나라6138,0,0,0.0
나라6139,0,0,0.0
나라6141,0,12,0.0
나라6142,56,37,0.0032
나라6143,0,14,0.0
나라6144,128,8,0.004
나라6145,43,0,0.0004
나라6146,0,0,0.0
나라6153,24,8,0.0036
나라6154,33,5,0.0008
나라6178,0,0,0.0
나라6179,0,0,0.0
나라6180,0,0,0.0
나라6201,0,0,0.0
나라6202,0,0,0.0
나라6204,0,0,0.0
나라6207,0,0,0.0
나라6222,0,0,0.0
나라6223,0,0,0.0
나라6224,12,0,0.0
나라6225,3,0,0.0
나라6226,0,0,0.0
나라6227,0,0,0.0
나라6228,0,0,0.0
나라6229,0,0,0.0
나라6232,0,0,0.0
나라6233,14,12,0.0004
나라6234,19,0,0.0
나라6235,19,0,0.0008
나라6236,0,0,0.0
나라6237,0,0,0.0
나라6238,0,0,0.0
나라6241,27,10,0.0016
나라6242,2,0,0.0
나라6243,2,0,0.0
나라6244,45,0,0.0
나라6245,5,0,0.0
나라6246,0,0,0.0
나라6251,0,0,0.0
나라6252,0,0,0.0
나라6253,9,0,0.0008
나라6254,29,23,0.0103
나라6255,1,3,0.0
나라6279,0,0,0.0
나라6280,0,0,0.0
나라6300,0,0,0.0
나라6301,0,0,0.0
나라6302,0,0,0.0
나라6316,0,0,0.0
나라6320,0,0,0.0
나라6321,0,0,0.0
나라6322,0,0,0.0
나라6323,0,0,0.0
나라6324,3,0,0.0
나라6325,40,5,0.0016
나라6326,1,0,0.0
나라6327,9,0,0.0004
나라6328,8,0,0.0004
나라6329,0,0,0.0
나라6330,0,0,0.0
나라6331,0,0,0.0
나라6333,24,3,0.0
나라6334,0,0,0.0
나라6335,2,3,0.0004
나라6336,0,0,0.0
나라6337,0,0,0.0
나라6338,0,0,0.0
나라6339,3,0,0.0
나라6340,0,0,0.0
나라6341,0,0,0.0
나라6351,0,0,0.0
나라6352,0,0,0.0
나라6353,24,0,0.0
나라6354,59,5,0.0004
나라6355,28,3,0.0004
나라6356,0,13,0.0004
나라6357,0,0,0.0
나라6358,0,0,0.0
나라6407,0,0,0.0
나라6408,0,0,0.0
나라6416,0,0,0.0
나라6417,0,0,0.0
나라6418,0,0,0.0
나라6419,0,0,0.0
나라6420,0,0,0.0
나라6421,68,3,0.0016
나라6422,17,0,0.0008
나라6423,18,0,0.0
나라6424,3,0,0.0
나라6425,199,13,0.0044
나라6426,26,0,0.0
나라6427,65,5,0.0008
나라6428,0,0,0.0
나라6429,0,0,0.0
나라6431,0,0,0.0
나라6433,0,0,0.0
나라6437,28,8,0.0008
나라6438,22,0,0.0004
나라6439,80,5,0.0024
나라6440,0,0,0.0
나라6441,5,0,0.0
나라6442,0,0,0.0
나라6447,0,0,0.0
나라6452,1,0,0.0
나라6453,27,5,0.0012
나라6454,16,0,0.0004
나라6455,49,3,0.0012
나라6456,8,0,0.0004
나라6457,0,0,0.0
나라6458,0,0,0.0
나라6459,0,0,0.0
나라6460,0,0,0.0
나라6476,0,0,0.0
나라6477,0,0,0.0
나라6478,0,0,0.0
나라6479,0,0,0.0
나라6500,0,0,0.0
나라6501,5,0,0.0
나라6502,0,0,0.0
나라6508,0,0,0.0
나라6509,0,0,0.0
나라6510,0,0,0.0
나라6516,13,0,0.0004
나라6517,0,0,0.0
나라6518,0,0,0.0
나라6519,0,0,0.0
나라6520,0,8,0.0
나라6521,10,5,0.0008
나라6522,64,0,0.0
나라6523,104,26,0.0111
나라6524,285,190,0.0589
나라6525,3,23,0.0004
나라6526,109,11,0.0028
나라6527,10,20,0.0
나라6528,0,0,0.0
나라6529,0,0,0.0
나라6531,0,0,0.0
나라6537,0,0,0.0
나라6538,0,0,0.0
나라6539,0,0,0.0
나라6540,0,0,0.0
나라6541,0,0,0.0
나라6542,0,0,0.0
나라6543,2,0,0.0
나라6544,0,0,0.0
나라6547,0,0,0.0
나라6551,0,0,0.0
나라6552,0,0,0.0004
나라6553,65,0,0.0
나라6554,12,3,0.0008
나라6555,30,0,0.0004
나라6556,115,5,0.0044
나라6557,2,0,0.0
나라6558,0,0,0.0
나라6559,0,0,0.0
나라6560,0,0,0.0
나라6576,0,0,0.0
나라6577,168,8,0.0099
나라6578,0,0,0.0
나라6579,0,0,0.0
나라6600,0,0,0.0
나라6601,24,3,0.0008
나라6602,0,0,0.0
나라6607,0,0,0.0
나라6608,2,3,0.0
나라6609,55,11,0.0016
나라6610,99,8,0.0044
나라6611,0,0,0.0
나라6612,0,0,0.0004
나라6616,0,0,0.0
나라6617,12,0,0.0
나라6618,0,0,0.0
나라6619,37,5,0.0004
나라6620,0,3,0.0
나라6621,51,0,0.002
나라6622,71,11,0.0004
나라6623,85,8,0.0008
나라6624,1,8,0.0004
나라6625,0,3,0.0
나라6626,2,0,0.0004
나라6627,0,0,0.0
나라6628,0,0,0.0
나라6629,8,3,0.0
나라6630,0,0,0.0
나라6631,14,0,0.0
나라6637,0,0,0.0
나라6638,0,0,0.0
나라6639,0,0,0.0
나라6641,0,0,0.0
나라6642,0,0,0.0
나라6643,1,0,0.0
나라6644,0,0,0.0
나라6646,0,0,0.0
나라6647,0,0,0.0
나라6648,0,0,0.0
나라6650,0,0,0.0
나라6651,1,118,0.0203
나라6652,35,0,0.0012
나라6653,25,0,0.0
나라6654,2,0,0.0
나라6655,73,32,0.0103
나라6656,19,15,0.0024
나라6657,144,0,0.0012
나라6658,21,5,0.002
나라6659,0,0,0.0
나라6675,0,0,0.0
나라6676,0,0,0.0
나라6677,0,0,0.0
나라6678,0,0,0.0
나라6679,0,0,0.0
나라6700,0,0,0.0
나라6701,0,0,0.0
나라6705,0,0,0.0
나라6706,0,0,0.0
나라6709,0,0,0.0
나라6710,55,5,0.002
나라6711,0,3,0.0
나라6712,0,0,0.0
나라6716,0,0,0.0
나라6717,22,8,0.0
나라6718,0,0,0.0
나라6719,72,13,0.0048
나라6720,38,16,0.002
나라6721,0,0,0.0
나라6722,26,20,0.0008
나라6723,4,8,0.0004
나라6724,0,0,0.0
나라6725,11,5,0.0
나라6726,13,0,0.0
나라6727,0,0,0.0
나라6729,55,0,0.0004
나라6730,0,0,0.0
나라6731,0,0,0.0
나라6738,0,0,0.0
나라6739,0,0,0.0
나라6740,56,0,0.0008
나라6741,2,0,0.0
나라6742,0,0,0.0
나라6743,0,0,0.0
나라6746,0,0,0.0
나라6747,0,0,0.0
나라6748,4,0,0.0016
나라6749,0,0,0.0
나라6750,0,0,0.0
나라6751,0,0,0.0
나라6752,32,13,0.0016
나라6753,81,8,0.0016
나라6754,5,3,0.0
나라6755,312,300,0.0521
나라6756,8,31,0.0135
나라6757,45,0,0.0004
나라6758,0,0,0.0
나라6759,0,0,0.0
나라6774,0,0,0.0
나라6775,26,0,0.002
나라6776,0,0,0.0
나라6777,9,3,0.0
나라6778,0,0,0.0
나라6779,0,0,0.0
나라6780,0,0,0.0
나라6781,0,0,0.0
나라6805,0,0,0.0
나라6806,1,0,0.0
나라6809,0,0,0.0
나라6810,1,0,0.0
나라6811,0,0,0.0
나라6816,0,0,0.0
나라6817,0,0,0.0
나라6818,71,16,0.0036
나라6819,20,63,0.0088
나라6820,0,0,0.0
나라6821,3,0,0.0012
나라6822,0,6,0.0
나라6823,0,12,0.0
나라6824,0,35,0.0004
나라6825,11,3,0.0012
나라6826,2,0,0.0
나라6827,0,0,0.0
나라6831,4,0,0.0004
나라6832,65,10,0.0012
나라6833,0,0,0.0
나라6835,0,0,0.0
나라6836,5,0,0.0
나라6839,0,0,0.0
나라6840,25,3,0.0036
나라6841,0,0,0.0
나라6842,0,0,0.0
나라6845,0,0,0.0
나라6846,11,3,0.0008
나라6847,43,8,0.0008
나라6848,0,0,0.0
나라6849,0,0,0.0
나라6850,0,0,0.0
나라6851,0,0,0.0
나라6852,85,14,0.0004
나라6853,39,8,0.0012
나라6854,1,0,0.0
나라6855,0,0,0.0
나라6856,61,3,0.0
나라6857,9,0,0.0004
나라6858,89,38,0.0056
나라6859,1,0,0.0
나라6860,0,0,0.0
나라6861,0,0,0.0
나라6874,0,0,0.0
나라6875,111,3,0.004
나라6876,31,4,0.002
나라6877,26,0,0.0008
나라6878,0,0,0.0
나라6879,151,8,0.0052
나라6880,0,0,0.0
나라6904,0,0,0.0
나라6910,0,0,0.0
나라6911,0,0,0.0
나라6917,0,0,0.0004
나라6918,69,8,0.0012
나라6919,42,14,0.0016
나라6920,7,61,0.0
나라6921,0,7,0.0
나라6922,29,61,0.0084
나라6923,89,8,0.0012
나라6924,171,14,0.0016
나라6925,33,48,0.002
나라6926,0,5,0.0
나라6927,0,0,0.0
나라6928,0,0,0.0
나라6931,0,0,0.0
나라6932,35,0,0.0016
나라6933,0,0,0.0
나라6935,63,3,0.0004
나라6936,0,0,0.0
나라6937,0,0,0.0
나라6938,0,0,0.0
나라6939,22,0,0.0008
나라6940,0,0,0.0
나라6941,7,3,0.0
나라6942,0,0,0.0
나라6943,0,0,0.0
나라6945,0,0,0.0
나라6946,55,3,0.0004
나라6947,2,11,0.0
나라6948,0,0,0.0004
나라6949,4,5,0.0004
나라6950,0,0,0.0
나라6951,48,8,0.0024
나라6952,11,131,0.0143
나라6953,55,5,0.0016
나라6954,82,5,0.0012
나라6955,33,3,0.0004
나라6956,62,3,0.0012
나라6957,10,3,0.0004
나라6958,104,12,0.0032
나라6959,65,9,0.0012
나라6960,0,0,0.0
나라6961,0,0,0.0
나라6974,0,0,0.0
나라6975,0,0,0.0
나라6976,53,0,0.0008
나라6977,0,0,0.0
나라6978,46,0,0.0
나라6979,26,43,0.0135
나라6980,0,0,0.0
나라6982,0,0,0.0
나라6983,0,0,0.0
나라7002,0,0,0.0
나라7003,14,5,0.0008
나라7004,0,0,0.0
나라7005,0,0,0.0
나라7006,0,0,0.0
나라7007,0,0,0.0
나라7008,0,0,0.0
나라7011,3,0,0.0004
나라7014,17,3,0.0004
나라7017,0,0,0.0
나라7018,0,0,0.0
나라7019,71,14,0.0024
나라7020,44,34,0.0032
나라7021,1,70,0.0016
나라7022,266,109,0.0306
나라7023,7,5,0.0004
나라7024,13,11,0.0004
나라7025,56,15,0.0036
나라7027,15,0,0.0016
나라7028,0,0,0.0
나라7030,0,0,0.0
나라7035,6,0,0.0
나라7036,44,9,0.0012
나라7037,6,16,0.004
나라7038,0,0,0.0004
나라7039,38,0,0.0008
나라7040,68,0,0.0012
나라7041,55,11,0.0012
나라7042,0,0,0.0
나라7043,0,0,0.0
나라7044,0,0,0.0
나라7045,0,0,0.0
나라7046,0,0,0.0
나라7047,0,0,0.0
나라7048,29,11,0.0016
나라7049,38,3,0.0004
나라7050,0,0,0.0
나라7051,42,0,0.0
나라7052,32,3,0.0004
나라7053,0,0,0.0
나라7054,38,0,0.0004
나라7055,12,4,0.0004
나라7056,27,5,0.0048
나라7057,32,0,0.0008
나라7058,43,3,0.0
나라7059,3,0,0.0
나라7060,0,0,0.0
나라7073,0,0,0.0
나라7074,16,0,0.0004
나라7075,1,0,0.0
나라7076,43,3,0.0012
나라7077,148,32,0.0107
나라7078,111,8,0.0052
나라7079,9,26,0.0068
나라7080,0,0,0.0
나라7082,0,0,0.0
나라7083,0,0,0.0
나라7101,0,0,0.0
나라7102,1,0,0.0
나라7103,29,3,0.0008
나라7104,60,9,0.002
나라7105,23,5,0.0008
나라7106,4,5,0.0
나라7107,3,0,0.0
나라7111,2,0,0.0
나라7112,1,0,0.0
나라7114,5,0,0.0
나라7115,1,3,0.0
나라7116,0,0,0.0
나라7118,0,0,0.0
나라7119,0,0,0.0
나라7120,0,0,0.0
나라7121,14,25,0.0111
나라7122,191,47,0.006
나라7123,32,28,0.0024
나라7124,2,3,0.0
나라7127,0,0,0.0
나라7128,0,0,0.0
나라7134,0,0,0.0
나라7135,0,0,0.0
나라7136,0,0,0.0
나라7137,10,0,0.0
나라7138,0,0,0.0
나라7139,14,0,0.0
나라7140,17,0,0.0
나라7141,2,0,0.0
나라7142,58,0,0.0012
나라7143,0,0,0.0
나라7144,6,3,0.0
나라7145,2,0,0.0004
나라7146,54,0,0.0008
나라7147,8,0,0.0012
나라7148,91,16,0.0016
나라7149,0,0,0.0
나라7150,0,0,0.0
나라7151,24,3,0.0004
나라7152,0,0,0.0
나라7153,0,0,0.0
나라7154,5,14,0.0012
나라7155,19,0,0.0
나라7156,0,0,0.0
나라7157,0,0,0.0
나라7158,0,0,0.0
나라7159,0,0,0.0004
나라7167,0,0,0.0
나라7168,0,0,0.0
나라7173,0,0,0.0
나라7174,10,3,0.0004
나라7175,58,5,0.0012
나라7176,57,0,0.0012
나라7177,14,4,0.0004
나라7178,19,11,0.0008
나라7179,74,3,0.0016
나라7180,12,7,0.0004
나라7181,4,3,0.0008
나라7195,0,0,0.0
나라7196,0,0,0.0
나라7200,8,3,0.0
나라7201,20,0,0.0004
나라7202,20,0,0.0004
나라7203,1,3,0.0
나라7204,1,0,0.0
나라7205,0,0,0.0
나라7206,51,8,0.0016
나라7207,0,0,0.0
나라7208,0,0,0.0
나라7211,0,0,0.0
나라7212,0,0,0.0
나라7215,0,0,0.0
나라7216,0,0,0.0
나라7221,0,0,0.0
나라7222,10,8,0.0004
나라7223,0,0,0.0
나라7225,0,0,0.0
나라7226,0,0,0.0
나라7228,0,0,0.0
나라7229,0,0,0.0
나라7234,83,8,0.0012
나라7235,2,0,0.0
나라7236,36,3,0.0016
나라7237,75,8,0.0012
나라7238,14,3,0.0
나라7239,33,0,0.0
나라7240,64,0,0.0004
나라7241,62,0,0.0008
나라7242,0,3,0.0
나라7243,1,0,0.0
나라7244,7,0,0.0004
나라7245,0,0,0.0
나라7246,3,0,0.0
