GRID_1K_CD,pop,emp,pc_in
마마5015,183,1668,0.6153
마마5016,72,964,0.4171
마마5017,18,802,0.394
마마5018,132,18,0.0056
마마5019,50,3,0.0
마마5020,140,18,0.0096
마마5021,0,0,0.0
마마5022,19,5,0.0
마마5023,19,0,0.0
마마5024,25,0,0.0
마마5025,93,103,0.0422
마마5026,129,168,0.0529
마마5027,44,3,0.0004
마마5028,10,40,0.0056
마마5029,68,79,0.0247
마마5030,39,85,0.0358
마마5031,0,0,0.0
마마5032,11,0,0.0
마마5033,14,0,0.0008
마마5034,0,0,0.0
마마5035,6,0,0.0004
마마5036,34,5,0.0016
마마5037,54,5,0.0012
마마5038,34,9,0.0032
마마5039,290,154,0.047
마마5040,131,122,0.0438
마마5041,111,26,0.0072
마마5042,75,41,0.0159
마마5043,16,20,0.0099
마마5044,97,8,0.0048
마마5045,2,0,0.0
마마5046,112,21,0.0024
마마5047,1,0,0.0004
마마5048,65,3,0.0008
마마5049,111,146,0.049
마마5050,11,0,0.0
마마5051,133,17,0.0036
마마5052,7,24,0.0235
마마5053,87,58,0.0203
마마5054,40,0,0.0012
마마5055,37,8,0.002
마마5056,42,16,0.0036
마마5057,7,0,0.0
마마5058,41,12,0.0056
마마5059,54,8,0.0028
마마5060,157,251,0.2424
마마5061,268,222,0.0685
마마5062,1118,747,0.2535
마마5063,214,120,0.2304
마마5064,38,7,0.0024
마마5065,46,89,0.0406
마마5066,237,14,0.0056
마마5067,1543,165,0.0884
마마5068,596,90,0.0155
마마5069,111,35,0.0107
마마5070,25,3,0.0008
마마5071,0,0,0.0
마마5072,0,0,0.0
마마5073,0,0,0.0
마마5074,0,0,0.0
마마5075,10,100,0.0406
마마5076,10,478,0.1488
마마5077,0,1841,0.002
마마5078,164,64,0.043
마마5079,110,116,0.0597
마마5080,268,16,0.0052
마마5081,0,0,0.0
마마5082,0,0,0.0
마마5083,7,0,0.0
마마5084,26,0,0.0004
마마5085,1,0,0.0
마마5086,38,0,0.0004
마마5087,119,11,0.004
마마5088,222,42,0.008
마마5089,201,38,0.0123
마마5090,1,0,0.0
마마5091,48,0,0.0
마마5092,58,0,0.002
마마5093,300,58,0.0171
마마5094,65,8,0.0032
마마5095,353,8,0.0012
마마5096,0,0,0.0
마마5097,0,0,0.0
마마5098,0,0,0.0
마마5099,0,0,0.0
마마5100,317,98,0.0362
마마5101,25,39,0.0139
마마5102,2,0,0.0096
마마5103,126,1044,0.4147
마마5104,12962,2160,0.8258
마마5105,23594,2969,0.7462
마마5106,4312,596,0.1401
마마5107,0,0,0.0
마마5108,4,1007,0.3769
마마5109,1477,633,0.2018
마마5110,628,111,0.045
마마5111,66,169,0.0872
마마5112,2245,739,0.2475
마마5113,9676,2269,0.8421
마마5114,5885,3224,1.4701
마마5115,58,14,0.0064
마마5116,96,90,0.0235
마마5117,123,1380,0.6614
마마5118,81,370,0.1317
마마5119,137,94,0.0318
마마5120,376,122,0.0482
마마5121,13,33,0.0103
마마5122,2,11,0.0036
마마5123,0,16,0.0068
마마5124,58,5,0.0
마마5125,17,9,0.0024
마마5126,11,5,0.0004
마마5127,6,5,0.002
마마5128,22,12,0.0032
마마5129,535,220,0.0947
마마5130,38,70,0.0243
마마5131,0,0,0.0
마마5132,0,0,0.0
마마5133,0,0,0.0
마마5134,0,0,0.0
마마5135,4,14,0.004
마마5136,28,8,0.0
마마5137,228,167,0.0661
마마5138,0,0,0.0
마마5139,0,0,0.0
마마5140,0,0,0.0
마마5141,81,49,0.0139
마마5142,55,897,0.2141
마마5143,99,23,0.0099
마마5144,11,0,0.0
마마5145,0,0,0.0
마마5146,50,9,0.0008
마마5147,4,0,0.0
마마5148,10,10,0.0016
마마5149,11,0,0.0024
마마5150,88,5,0.0032
마마5151,174,19,0.0151
마마5152,17,33,0.0024
마마5153,9,0,0.0004
마마5154,7,0,0.0008
마마5155,97,5,0.0
마마5156,127,23,0.0056
마마5157,78,25,0.0103
마마5158,199,56,0.0092
마마5159,101,8,0.0028
마마5160,0,0,0.0
마마5161,246,164,0.1441
마마5162,5110,1212,0.4107
마마5163,50,28,0.0143
마마5164,22,0,0.0004
마마5165,144,130,0.0497
마마5166,607,228,0.0692
마마5167,5627,402,0.078
마마5168,117,8,0.0044
마마5169,10,0,0.0004
마마5170,2,0,0.0
마마5171,0,0,0.0
마마5172,4,3,0.0004
마마5173,0,0,0.0
마마5174,1,0,0.0
마마5175,5,6,0.0012
마마5176,0,4,0.0004
마마5177,0,0,0.6423
마마5178,48,5,0.0028
마마5179,1662,160,0.0466
마마5180,1,0,0.0008
마마5181,0,0,0.0
마마5182,0,0,0.0
마마5183,0,0,0.0
마마5184,0,0,0.0
마마5185,0,0,0.0
마마5186,45,0,0.0
마마5187,317,33,0.0163
마마5188,147,80,0.0295
마마5189,17,0,0.0004
마마5190,0,0,0.0
마마5191,0,0,0.0
마마5192,2,0,0.0
마마5193,38,3,0.0004
마마5194,28,0,0.0
마마5195,24,9,0.0
마마5196,75,8,0.0028
마마5197,83,21,0.0024
마마5198,32,0,0.0004
마마5199,0,0,0.0
마마5200,24,0,0.0028
마마5201,10,0,0.0012
마마5202,1,72,0.0107
마마5203,5428,2954,1.2329
마마5204,11123,5574,2.0333
마마5205,2491,731,0.2014
마마5206,14,292,0.0633
마마5207,0,0,0.0
마마5208,6,482,0.0979
마마5209,167,93,0.0283
마마5210,17,194,0.0474
마마5211,0,0,0.0
마마5212,3,0,0.0
마마5213,3390,162,0.0748
마마5214,6061,1192,0.5373
마마5215,258,381,0.1333
마마5216,134,450,0.199
마마5217,55,799,0.3661
마마5218,43,342,0.1182
마마5219,293,262,0.0513
마마5220,44,87,0.0414
마마5221,28,597,0.234
마마5222,76,50,0.0251
마마5223,17,18,0.0139
마마5224,15,19,0.0076
마마5225,113,57,0.0239
마마5226,129,14,0.004
마마5227,9,0,0.0012
마마5228,25,17,0.0052
마마5229,305,264,0.1922
마마5230,296,512,0.1628
마마5231,32,240,0.0231
마마5232,581,54,1.2974
마마5233,0,0,0.0
마마5234,0,0,0.0
마마5235,0,0,0.0
마마5236,39,8,0.0
마마5237,1,3,0.0
마마5238,0,0,0.0
마마5239,0,0,0.0
마마5240,0,0,0.0
마마5241,0,0,0.0
마마5242,46,10,0.0076
마마5243,0,10,0.0
마마5244,3,5,0.0004
마마5245,9,254,0.0899
마마5246,119,527,0.2312
마마5247,28,3,0.0004
마마5248,0,0,0.0
마마5249,21,0,0.0004
마마5250,58,3,0.0
마마5251,123,47,0.0247
마마5252,78,16,0.0008
마마5253,17,3,0.0012
마마5254,13,0,0.0
마마5255,103,20,0.0048
마마5256,40,5,0.0
마마5257,74,21,0.004
마마5258,215,40,0.0143
마마5259,525,131,0.0103
마마5260,361,150,0.0677
마마5261,2073,909,0.4326
마마5262,2225,346,0.1699
마마5263,433,94,0.4851
마마5264,1443,339,1.0065
마마5265,306,183,0.0541
마마5266,98,37,0.0191
마마5267,138,3,0.0032
마마5268,0,0,0.0
마마5269,5,0,0.0004
마마5270,0,0,0.0076
마마5271,23,3,0.0036
마마5272,0,0,0.0
마마5273,7,0,0.0004
마마5274,0,0,0.0
마마5275,0,0,0.0
마마5276,0,0,0.0
마마5277,3,0,0.0
마마5278,13,0,0.0
마마5279,4123,724,0.2818
마마5280,513,221,0.0669
마마5281,3,0,0.0
마마5282,0,0,0.0
마마5283,0,0,0.0
마마5284,31,3,0.0024
마마5285,356,10,0.0024
마마5286,1642,21,0.006
마마5287,121,15,0.0052
마마5288,159,61,0.0259
마마5289,1,0,0.0
마마5290,0,0,0.0
마마5291,11,0,0.0012
마마5292,43,3,0.0008
마마5293,5,0,0.0004
마마5294,2,0,0.0004
마마5295,0,0,0.0
마마5296,18,4,0.0012
마마5297,0,0,0.0
마마5298,48,3,0.0008
마마5299,76,3,0.0012
마마5300,1,0,0.0
마마5301,3,0,0.0
마마5302,0,8,0.0052
마마5303,5636,2236,0.8278
마마5304,10209,2665,1.0546
마마5305,4,45,0.0171
마마5306,25,32,0.0131
마마5307,91,32,0.0147
마마5308,0,0,0.0004
마마5309,2,0,0.0
마마5310,15,0,0.0016
마마5311,0,0,0.0
마마5312,9,5,0.0008
마마5313,0,0,0.0
마마5314,5,5,0.0012
마마5315,201,140,0.0657
마마5316,95,1669,0.6614
마마5317,156,156,0.0923
마마5318,202,217,0.078
마마5319,660,285,0.2356
마마5320,8,3,0.0012
마마5321,0,0,0.0
마마5322,7,0,0.0
마마5323,1,13,0.0119
마마5324,50,245,0.1047
마마5325,8,104,0.039
마마5326,13,3,0.0
마마5327,7,0,0.0008
마마5328,0,0,0.0
마마5329,0,0,0.0
마마5330,2019,168,0.0696
마마5331,78,62,0.0084
마마5332,48,1509,0.0115
마마5333,0,0,0.0
마마5334,0,0,0.0
마마5335,38,0,0.0
마마5336,2,0,0.0
마마5337,0,0,0.0
마마5338,0,0,0.0
마마5339,0,0,0.0
마마5340,66,105,0.037
마마5341,94,115,0.0223
마마5342,74,11,0.004
마마5343,0,6,0.0
마마5344,1,0,0.0
마마5345,32,15,0.0036
마마5346,22,295,0.1079
마마5347,254,214,0.0549
마마5348,74,115,0.0382
마마5349,86,31,0.043
마마5350,196,11,0.0004
마마5351,389,266,0.0529
마마5352,114,33,0.0199
마마5353,119,46,0.0143
마마5354,235,10,0.0036
마마5355,53,31,0.0044
마마5356,49,15,0.0064
마마5357,249,40,0.0088
마마5358,81,62,0.0394
마마5359,9,29,0.004
마마5360,51,17,0.0088
마마5361,1302,1055,0.4835
마마5362,3490,1133,0.5114
마마5363,1553,1394,0.1755
마마5364,2382,1516,0.2165
마마5365,4301,559,0.2201
마마5366,141,37,0.0195
마마5367,0,0,0.0
마마5368,3,0,0.0008
마마5369,6,23,0.0008
마마5370,0,0,0.0008
마마5371,483,11,0.0056
마마5372,74,5,0.0036
마마5373,21,0,0.0
마마5374,0,0,0.0
마마5375,9,0,0.0004
마마5376,79,11,0.0044
마마5377,21,0,0.0004
마마5378,1219,206,0.0752
마마5379,1127,250,0.0975
마마5380,84,140,0.0549
마마5381,127,45,0.004
마마5382,410,0,0.0
마마5383,0,0,0.0
마마5384,14,3,0.0016
마마5385,260,114,0.033
마마5386,143,17,0.0099
마마5387,776,462,0.127
마마5388,8,3,0.0008
마마5389,4,3,0.0008
마마5390,35,0,0.0004
마마5391,23,3,0.0004
마마5392,3,0,0.0004
마마5393,0,0,0.0
마마5394,0,0,0.0
마마5395,0,12,0.0016
마마5396,65,3,0.0008
마마5397,0,0,0.0
마마5398,9,0,0.0
마마5399,12,3,0.0
마마5400,17,5,0.0008
마마5401,63,8,0.0072
마마5402,0,0,0.0
마마5403,33,1407,0.5787
마마5404,1297,1401,0.6519
마마5405,3,18,0.0076
마마5406,2,9,0.0036
마마5407,4,0,0.0004
마마5408,0,248,0.0681
마마5409,0,0,0.0
마마5410,0,0,0.0
마마5411,0,0,0.0
마마5412,0,0,0.0
마마5413,0,0,0.0
마마5414,18,26,0.0076
마마5415,25,69,0.0279
마마5416,4,354,0.1297
마마5417,115,369,0.1819
마마5418,237,37,0.0171
마마5419,365,469,0.0669
마마5420,394,220,0.0418
마마5421,0,0,0.0
마마5422,13,11,0.0068
마마5423,3,0,0.0
마마5424,14,36,0.0099
마마5425,1,0,0.0
마마5426,2,0,0.0
마마5427,0,0,0.0
마마5428,1,0,0.0
마마5429,0,0,0.0
마마5430,0,0,0.0
마마5431,15,47,0.0084
마마5432,187,97,0.0322
마마5433,0,0,0.0
마마5434,11,0,0.0008
마마5435,1,0,0.0004
마마5436,0,0,0.0
마마5437,0,0,0.0
마마5438,0,0,0.0
마마5439,78,9,0.0028
마마5440,86,31,0.004
마마5441,130,110,0.0183
마마5442,110,14,0.0008
마마5443,15,17,0.006
마마5444,5,0,0.0004
마마5445,98,8,0.002
마마5446,115,105,0.0167
마마5447,282,1017,0.1226
마마5448,93,36,0.0064
마마5449,41,104,0.0275
마마5450,110,453,0.0362
마마5451,192,150,0.0203
마마5452,115,13,0.0024
마마5453,6,3,0.0
마마5454,301,47,0.0119
마마5455,64,26,0.0076
마마5456,156,217,0.0107
마마5457,71,46,0.0111
마마5458,377,61,0.0275
마마5459,413,91,0.0275
마마5460,1169,256,0.0975
마마5461,2836,3326,1.4526
마마5462,7193,7840,3.2921
마마5463,4368,1951,0.9337
마마5464,9197,2272,0.9965
마마5465,6963,1016,0.3232
마마5466,414,49,0.0068
마마5467,47,8,0.0052
마마5468,206,169,0.0414
마마5469,1,0,0.0
마마5470,0,4,0.0
마마5471,43,0,0.0004
마마5472,130,41,0.0123
마마5473,47,118,0.0008
마마5474,35,5,0.0008
마마5475,95,20,0.008
마마5476,26,3,0.0008
마마5477,274,12,0.0068
마마5478,4854,894,0.2877
마마5479,421,13,0.0064
마마5480,115,11,0.008
마마5481,272,29,0.0068
마마5482,87,5,0.0032
마마5483,2,5,0.0
마마5484,0,0,0.0
마마5485,492,32,0.0131
마마5486,121,8,0.0052
마마5487,223,331,0.0963
마마5488,142,5,0.004
마마5489,145,3,0.002
마마5490,52,5,0.0012
마마5491,429,3,0.0004
마마5492,16,0,0.0
마마5493,15,5,0.002
마마5494,0,0,0.0
마마5495,0,0,0.0
마마5496,0,0,0.0
마마5497,0,0,0.0
마마5498,0,0,0.0
마마5499,0,0,0.0
마마5500,126,49,0.0163
마마5501,37,0,0.0024
마마5502,2,0,0.0004
마마5503,4,381,0.121
마마5504,324,1341,0.5034
마마5505,32,11,0.0028
마마5506,12,0,0.0
마마5507,0,0,0.0
마마5508,0,0,0.0
마마5509,0,0,0.0
마마5510,0,0,0.0
마마5511,0,0,0.0
마마5512,0,0,0.0
마마5513,0,0,0.0
마마5514,9,52,0.0223
마마5515,67,104,0.045
마마5516,106,143,0.0497
마마5517,8,98,0.0247
마마5518,5,0,0.0004
마마5519,63,115,0.0529
마마5520,266,236,0.0772
마마5521,10,408,0.16
마마5522,738,443,0.2217
마마5523,1925,97,0.0521
마마5524,0,0,0.0
마마5525,0,0,0.0
마마5526,0,0,0.0004
마마5527,1,4,0.0024
마마5528,0,0,0.0
마마5529,0,0,0.0
마마5530,102,178,0.0573
마마5531,23,0,0.0008
마마5532,98,16,0.006
마마5533,2,0,0.0
마마5534,30,3,0.0012
마마5535,0,0,0.0
마마5536,0,13,0.0
마마5537,5,16,0.0028
마마5538,202,56,0.0219
마마5539,245,55,0.0159
마마5540,161,8,0.004
마마5541,122,9,0.002
마마5542,121,5,0.0016
마마5543,5,3,0.0004
마마5544,25,5,0.002
마마5545,89,3,0.004
마마5546,44,3,0.0012
마마5547,7,0,0.0
마마5548,77,5,0.0024
마마5549,0,0,0.0
마마5550,33,5,0.0012
마마5551,3,3,0.0008
마마5552,0,0,0.0
마마5553,5,0,0.0004
마마5554,1,0,0.0
마마5555,0,0,0.0
마마5556,0,0,0.0
마마5557,0,0,0.0004
마마5558,27,5,0.0012
마마5559,156,20,0.0056
마마5560,144,54,0.0259
마마5561,1141,775,0.4628
마마5562,3790,3080,1.4482
마마5563,9635,6634,2.8893
마마5564,12455,2847,1.1366
마마5565,2600,3663,1.135
마마5566,6048,3194,0.9906
마마5567,91,425,0.047
마마5568,613,485,0.0812
마마5569,12,3,0.0068
마마5570,99,0,0.0016
마마5571,0,0,0.0
마마5572,190,40,0.0159
마마5573,33,3,0.0012
마마5574,0,108,0.0
마마5575,135,71,0.0326
마마5576,96,317,0.1488
마마5577,426,39,0.0143
마마5578,3621,1942,0.6471
마마5579,556,80,0.0354
마마5580,52,20,0.0028
마마5581,614,27,0.0127
마마5582,1173,56,0.0167
마마5583,176,125,0.0159
마마5584,13,0,0.0
마마5585,38,44,0.0151
마마5586,124,49,0.0195
마마5587,124,95,0.0191
마마5588,396,0,0.0008
마마5589,3,0,0.0
마마5590,0,0,0.0
마마5591,1,0,0.0
마마5592,3,3,0.0004
마마5593,0,0,0.0
마마5594,0,0,0.0
마마5595,0,0,0.0
마마5596,0,0,0.0
마마5597,0,0,0.0
마마5598,3,0,0.0
마마5599,0,0,0.0
마마5600,95,37,0.0103
마마5601,0,0,0.0
마마5602,8,0,0.0004
마마5603,13,11,0.0012
마마5604,11,27,0.0263
마마5605,116,17,0.0036
마마5606,19,0,0.0004
마마5607,24,5,0.0
마마5608,0,0,0.0
마마5609,0,0,0.0004
마마5610,1,3,0.0
마마5611,0,0,0.0
마마5612,0,4,0.0
마마5613,0,0,0.0
마마5614,0,0,0.0
마마5615,4,0,0.0
마마5616,17,80,0.0621
마마5617,73,157,0.0466
마마5618,0,0,0.0
마마5619,0,0,0.0
마마5620,41,28,0.0092
마마5621,158,136,0.0625
마마5622,46,51,0.0183
마마5623,0,5,0.0
마마5624,0,0,0.0
마마5625,26,8,0.0024
마마5626,56,5,0.0028
마마5627,48,53,0.0171
마마5628,0,0,0.0
마마5629,0,0,0.0
마마5630,12962,1605,0.4983
마마5631,5557,1464,0.5779
마마5632,169,55,0.0099
마마5633,195,104,0.043
마마5634,46,0,0.0044
마마5635,6,0,0.0008
마마5636,9,22,0.0131
마마5637,57,126,0.0386
마마5638,96,12,0.0052
마마5639,207,8,0.004
마마5640,174,17,0.0024
마마5641,251,41,0.0092
마마5642,174,9,0.0048
마마5643,45,5,0.002
마마5644,136,5,0.0024
마마5645,9,0,0.0004
마마5646,4,0,0.0
마마5647,6,0,0.0052
마마5648,63,283,0.1214
마마5649,27,203,0.0501
마마5650,46,29,0.0115
마마5651,69,4,0.0016
마마5652,0,0,0.0
마마5653,0,0,0.0004
마마5654,6,0,0.0
마마5655,0,0,0.0
마마5656,0,0,0.0
마마5657,0,0,0.0
마마5658,11,5,0.0
마마5659,195,15,0.0036
마마5660,198,197,0.0852
마마5661,359,213,0.0744
마마5662,7848,2516,1.3316
마마5663,1473,685,0.2491
마마5664,80,290,0.0239
마마5665,3722,695,0.3021
마마5666,4658,1023,0.3554
마마5667,80,88,0.0211
마마5668,58,36,0.0454
마마5669,16,37,0.0191
마마5670,135,26,0.0107
마마5671,67,35,0.0179
마마5672,83,122,0.0589
마마5673,31,81,0.1023
마마5674,116,50,0.0088
마마5675,5,3,0.0012
마마5676,5,3,0.0068
마마5677,0,0,0.0
마마5678,57,79,0.0287
마마5679,1,0,0.0
마마5680,0,0,0.0
마마5681,0,0,0.0004
마마5682,7,0,0.0012
마마5683,5,0,0.0
마마5684,70,117,0.0267
마마5685,52,96,0.0183
마마5686,113,174,0.0462
마마5687,19,3,0.0008
마마5688,0,0,0.0
마마5689,135,5,0.004
마마5690,56,0,0.002
마마5691,38,0,0.0012
마마5692,7,5,0.0
마마5693,112,5,0.0016
마마5694,28,3,0.0004
마마5695,4,3,0.0
마마5696,0,0,0.0
마마5697,0,0,0.0
마마5698,31,0,0.0
마마5699,19,0,0.0008
마마5700,70,310,0.1289
마마5701,76,148,0.0696
마마5702,193,46,0.0064
마마5703,79,120,0.0418
마마5704,8,1197,0.4529
마마5705,81,17,0.006
마마5706,5,0,0.0004
마마5707,3,0,0.0
마마5708,0,0,0.0
마마5709,1,6,0.0012
마마5710,9,8,0.0032
마마5711,0,0,0.0036
마마5712,0,4,0.0
마마5713,0,0,0.0
마마5714,0,0,0.0
마마5715,2,0,0.0
마마5716,12,97,0.0358
마마5717,187,116,0.0275
마마5718,0,0,0.0
마마5719,0,0,0.0
마마5720,258,133,0.0605
마마5721,189,14,0.0072
마마5722,0,0,0.0
마마5723,4441,290,0.1274
마마5724,86,5,0.002
마마5725,85,21,0.0036
마마5726,830,1863,0.5576
마마5727,1087,267,0.0848
마마5728,0,0,0.0
마마5729,5,3,0.0
마마5730,449,25,0.0271
마마5731,7183,1355,0.5846
마마5732,11219,2148,0.8198
마마5733,10,0,0.0072
마마5734,24,24,0.0048
마마5735,52,12,0.0052
마마5736,0,63,0.0203
마마5737,0,0,0.0139
마마5738,0,0,0.0
마마5739,35,7,0.0012
마마5740,129,8,0.0036
마마5741,36,5,0.002
마마5742,28,5,0.0004
마마5743,0,0,0.0
마마5744,2,0,0.0
마마5745,0,0,0.0
마마5746,0,0,0.0
마마5747,10,0,0.0008
마마5748,25,0,0.0008
마마5749,68,23,0.0088
마마5750,32,103,0.0243
마마5751,11,8,0.0012
마마5752,1,0,0.0
마마5753,0,0,0.0
마마5754,0,0,0.0
마마5755,12,0,0.0004
마마5756,328,90,0.0123
마마5757,19,44,0.0064
마마5758,77,67,0.0474
마마5759,90,8,0.002
마마5760,163,11,0.0036
마마5761,51,82,0.0251
마마5762,385,258,0.1071
마마5763,0,0,0.0
마마5764,0,0,0.0
마마5765,3,0,0.0
마마5766,0,0,0.0
마마5767,148,473,0.2515
마마5768,249,287,0.0836
마마5769,43,96,0.0402
마마5770,362,348,0.1799
마마5771,47,28,0.0119
마마5772,28,50,0.0382
마마5773,108,221,0.0342
마마5774,126,40,0.0151
마마5775,7,3,0.0016
마마5776,173,81,0.0402
마마5777,5,59,0.0227
마마5778,0,0,0.0
마마5779,86,44,0.0036
마마5780,2,0,0.0004
마마5781,5,0,0.0
마마5782,52,8,0.0036
마마5783,12,5,0.002
마마5784,209,9,0.0048
마마5785,172,34,0.0171
마마5786,308,12,0.0032
마마5787,55,75,0.0092
마마5788,4,3,0.0028
마마5789,121,35,0.0072
마마5790,29,23,0.0084
마마5791,68,43,0.0183
마마5792,32,0,0.0008
마마5793,68,7,0.0036
마마5794,125,3,0.0012
마마5795,46,5,0.002
마마5796,5,3,0.0008
마마5797,0,0,0.0
마마5798,0,0,0.0
마마5799,31,3,0.0004
마마5800,0,218,0.0641
마마5801,16,3,0.0056
마마5802,358,219,0.0903
마마5803,1518,843,0.2969
마마5804,84,870,0.4199
마마5805,7,102,0.0442
마마5806,158,158,0.0382
마마5807,5,0,0.0
마마5808,80,19,0.0135
마마5809,156,142,0.0382
마마5810,44,100,0.0175
마마5811,4,3,0.0088
마마5812,85,14,0.008
마마5813,3,0,0.0
마마5814,0,0,0.0
마마5815,0,0,0.0
마마5816,56,3,0.0028
마마5817,93,16,0.0024
마마5818,2,0,0.0
마마5819,5,0,0.0
마마5820,23,17,0.002
마마5821,0,0,0.0
마마5822,0,0,0.0
마마5823,0,0,0.0
마마5824,27,7,0.0032
마마5825,21,12,0.0072
마마5826,961,161,0.0887
마마5827,458,1436,0.4055
마마5828,2522,659,0.3936
마마5829,9077,1260,0.2014
마마5830,3065,605,0.2814
마마5831,7286,2058,0.8107
마마5832,4023,294,0.1596
마마5833,9,3,0.0016
마마5834,30,5,0.0012
마마5835,11,0,0.0004
마마5836,0,0,0.0
마마5837,7,0,0.0004
마마5838,10,3,0.0
마마5839,8,5,0.0004
마마5840,0,0,0.0
마마5841,3,4,0.0
마마5842,0,0,0.0
마마5843,0,0,0.0
마마5844,0,0,0.0
마마5845,0,0,0.0
마마5846,0,0,0.0
마마5847,15,76,0.0203
마마5848,30,3,0.0032
마마5849,0,0,0.0
마마5850,0,0,0.0
마마5851,0,0,0.0
마마5852,0,0,0.0
마마5853,0,0,0.0
마마5854,0,0,0.0
마마5855,21,0,0.0
마마5856,105,14,0.0028
마마5857,44,9,0.002
마마5858,138,43,0.0163
마마5859,246,76,0.0195
마마5860,431,31,0.006
마마5861,213,56,0.0131
마마5862,52,70,0.0203
마마5863,104,45,0.0068
마마5864,117,72,0.0103
마마5865,22,0,0.0665
마마5866,12,5,0.0004
마마5867,5,0,0.0
마마5868,339,338,0.1473
마마5869,498,266,0.0979
마마5870,194,64,0.0279
마마5871,130,250,0.1297
마마5872,284,114,0.0768
마마5873,202,256,0.1202
마마5874,37,18,0.0004
마마5875,2,4,0.0008
마마5876,30,3,0.0016
마마5877,103,87,0.0378
마마5878,129,85,0.0223
마마5879,208,48,0.0219
마마5880,11,0,0.0
마마5881,18,0,0.0
마마5882,21,5,0.0
마마5883,27,0,0.0004
마마5884,4,0,0.0016
마마5885,30,8,0.0024
마마5886,24,14,0.0028
마마5887,14,5,0.0008
마마5888,0,3,0.0
마마5889,396,27,0.0008
마마5890,83,19,0.0028
마마5891,394,60,0.0155
마마5892,292,3,0.0008
마마5893,330,191,0.0581
마마5894,163,38,0.0259
마마5895,450,8,0.002
마마5896,112,11,0.0056
마마5897,132,5,0.0016
마마5898,12,3,0.0008
마마5899,1,0,0.0
마마5900,399,161,0.0728
마마5901,586,454,0.1492
마마5902,637,218,0.0848
마마5903,192,87,0.0243
마마5904,8,1418,0.4183
마마5905,11,1520,0.6443
마마5906,90,460,0.1321
마마5907,154,158,0.0712
마마5908,119,327,0.1039
마마5909,100,1421,0.4298
마마5910,145,870,0.281
마마5911,39,24,0.0187
마마5912,5,5,0.0004
마마5913,13,0,0.0012
마마5914,8,0,0.0
마마5915,0,13,0.0064
마마5916,88,10,0.0032
마마5917,3,0,0.0
마마5918,6,0,0.0004
마마5919,2,3,0.0004
마마5920,0,0,0.0
마마5921,0,0,0.0
마마5922,0,0,0.0
마마5923,27,3,0.0008
마마5924,1,0,0.0
마마5925,6,0,0.0
마마5926,101,54,0.0239
마마5927,45,259,0.0119
마마5928,10489,4580,2.5673
마마5929,16420,4708,2.2327
마마5930,9630,2258,0.8851
마마5931,1047,63,0.0326
마마5932,6,5,0.0012
마마5933,31,11,0.0032
마마5934,69,8,0.002
마마5935,7,3,0.0004
마마5936,0,0,0.0
마마5937,316,12,0.0076
마마5938,71,12,0.002
마마5939,15,0,0.0028
마마5940,1,3,0.0
마마5941,0,0,0.0
마마5942,0,0,0.0
마마5943,0,0,0.0
마마5944,0,0,0.0
마마5945,0,0,0.0
마마5946,26,227,0.1023
마마5947,17,47,0.0334
마마5948,0,3,0.0016
마마5949,3,0,0.0004
마마5950,0,0,0.0
마마5951,0,0,0.0
마마5952,0,0,0.0
마마5953,57,151,0.0012
마마5954,143,15,0.0052
마마5955,307,8,0.0068
마마5956,80,13,0.0096
마마5957,1661,138,0.0497
마마5958,409,121,0.0306
마마5959,12,138,0.0223
마마5960,0,103,0.0199
마마5961,0,0,0.0
마마5962,11,76,0.0366
마마5963,183,491,0.1469
마마5964,72,324,0.047
마마5965,140,73,0.0076
마마5966,123,5,0.004
마마5967,225,90,0.0561
마마5968,1323,321,0.0935
마마5969,55,320,0.0955
마마5970,12,61,0.0267
마마5971,24,31,0.0096
마마5972,27,1327,0.5424
마마5973,38,696,0.285
마마5974,0,0,0.0
마마5975,3,0,0.0
마마5976,140,21,0.0103
마마5977,12,328,0.0151
마마5978,235,223,0.0573
마마5979,20,23,0.0068
마마5980,102,3,0.0052
마마5981,0,0,0.0
마마5982,0,0,0.0
마마5983,125,59,0.0175
마마5984,7,77,0.0386
마마5985,0,0,0.0
마마5986,0,0,0.0
마마5987,0,0,0.0
마마5988,4,0,0.0
마마5989,0,0,0.0
마마5990,0,0,0.0
마마5991,2,0,0.0
마마5992,14,0,0.0
마마5993,114,16,0.008
마마5994,144,11,0.0036
마마5995,119,8,0.0024
마마5996,74,3,0.0008
마마5997,165,44,0.0195
마마5998,82,3,0.0016
마마5999,0,0,0.0
마마6000,14,11,0.0004
마마6001,117,173,0.0649
마마6002,4,0,0.0012
마마6003,234,161,0.0326
마마6004,108,511,0.1958
마마6005,103,1426,0.4816
마마6006,70,567,0.1369
마마6007,120,31,0.0092
마마6008,147,468,0.1926
마마6009,192,175,0.0203
마마6010,74,86,0.0302
마마6011,89,14,0.0028
마마6012,40,0,0.0012
마마6013,44,0,0.0004
마마6014,80,88,0.0338
마마6015,78,11,0.0072
마마6016,76,20,0.0088
마마6017,74,8,0.0028
마마6018,1,0,0.0004
마마6019,5,0,0.0
마마6020,1,0,0.0
마마6021,0,0,0.0
마마6022,2,0,0.0
마마6023,102,8,0.0044
마마6024,52,5,0.0016
마마6025,103,35,0.0147
마마6026,13,77,0.047
마마6027,17,25,0.0163
마마6028,341,392,0.3805
마마6029,8886,3871,1.74
마마6030,8965,1538,0.6308
